id,purchase,test,imp_1,imp_2,imp_3,imp_4,imp_5,imp_6
13927,0,1,0,0,0,0,0,2
887100,0,1,0,1,0,0,0,0
928510,1,1,0,0,0,9,0,0
677167,1,1,0,3,0,0,0,0
540149,1,0,0,0,0,0,0,1
1183643,0,1,0,10,0,0,0,0
817807,1,1,1,0,0,0,0,0
802196,1,1,0,1,0,0,0,1
19946,1,1,0,3,0,0,0,0
810075,0,1,0,0,0,0,0,1
913166,1,1,2,0,0,1,0,0
120470,0,1,0,0,0,0,0,1
754557,0,1,0,1,0,0,0,0
800046,0,1,0,3,0,0,0,2
130503,1,1,1,0,0,0,0,0
1001348,0,0,0,0,0,0,0,1
674723,0,1,0,0,0,0,0,1
1078311,0,1,0,0,0,0,0,1
1121728,1,0,0,0,8,0,0,1
501560,0,0,0,1,0,0,0,0
1364911,1,1,0,1,0,0,0,0
991875,0,0,0,1,0,0,0,0
113222,0,0,0,1,0,0,0,0
726895,0,1,0,0,0,0,0,1
147505,0,1,0,0,0,0,0,1
1014486,0,1,1,0,0,0,0,1
918289,0,0,0,0,0,0,0,2
1182922,1,1,0,0,0,1,0,0
377167,1,1,9,0,0,0,0,12
545417,0,1,1,0,0,0,0,0
341427,0,1,0,0,0,0,0,1
599321,1,1,0,0,0,0,0,5
1306595,1,1,0,7,0,0,0,0
277122,1,1,0,0,0,0,0,1
234723,1,1,50,269,0,28,0,5
751444,0,1,0,0,0,0,0,1
474733,1,1,2,6,0,0,0,0
1125036,0,1,0,0,0,0,0,2
749531,1,1,0,0,0,0,0,1
945295,1,0,0,0,0,1,0,0
1018550,1,1,0,0,0,18,0,1
85835,0,1,0,0,0,0,0,3
489441,0,1,0,1,0,0,0,3
175670,0,1,0,0,0,0,0,3
1117864,1,1,0,3,0,0,0,0
455144,1,1,0,13,0,0,0,0
1354963,1,1,2,7,0,14,0,0
218713,1,1,0,0,0,1,0,0
987006,0,1,0,0,0,0,0,2
699693,1,1,0,0,0,0,0,1
668285,1,1,0,0,0,0,0,1
146376,0,1,0,1,0,0,0,0
453145,1,0,0,6,0,0,0,0
1088244,1,0,0,0,0,0,0,2
1302210,0,0,0,1,0,0,0,0
473570,0,0,0,1,0,0,0,0
1069138,0,0,0,0,1,0,0,0
166254,0,1,0,3,0,0,0,0
1089235,0,1,0,0,0,0,0,1
692703,0,1,0,0,0,0,3,0
603257,0,1,0,0,0,0,0,4
472464,0,0,1,0,0,0,0,0
970653,0,1,0,0,0,0,0,1
249130,0,1,2,3,0,0,0,5
963183,1,1,0,0,0,1,0,0
327172,0,1,0,1,0,0,0,0
496369,0,1,0,0,0,0,0,2
1359354,1,1,0,0,0,0,0,1
141738,0,1,0,0,0,0,0,1
544621,1,0,0,1,0,13,0,1
964641,0,1,1,0,0,0,0,0
798170,0,1,1,5,0,0,0,0
1403782,0,1,0,2,0,0,0,0
839216,0,1,0,28,0,0,0,0
402789,0,1,0,1,0,0,0,0
271134,1,1,0,0,0,1,0,0
304854,1,1,0,7,0,0,0,1
544257,1,1,1,0,0,0,0,0
1165757,0,1,0,1,0,0,0,0
1178123,0,1,0,0,0,0,0,4
596106,1,1,0,0,0,0,0,1
506642,1,1,0,0,0,0,0,2
98963,1,0,0,0,1,2,0,0
855661,1,1,0,0,0,0,0,1
285298,1,1,0,2,0,0,0,17
815724,0,1,0,2,0,0,0,1
268899,0,1,0,0,0,0,0,1
220429,0,1,7,0,0,0,0,15
344342,0,1,0,0,0,0,0,1
690593,0,1,0,1,0,0,0,0
740288,1,0,0,0,1,0,0,0
886164,0,1,0,0,0,0,0,1
327965,0,1,0,0,0,0,0,5
85869,1,1,0,0,0,3,0,7
1064205,0,1,0,1,0,0,0,0
1091963,0,1,0,0,0,2,0,0
236711,0,1,0,0,0,0,0,87
295993,0,1,0,0,0,0,0,1
1156964,0,0,0,0,1,0,0,0
379331,0,1,0,0,0,0,0,1
214288,1,1,12,17,0,14,0,1
241536,0,1,0,1,0,0,0,1
1037642,0,1,0,0,0,0,0,1
1139479,1,1,7,3,0,0,0,0
336909,1,1,0,3,0,0,0,0
599443,0,1,0,2,0,0,0,0
794069,1,1,15,23,0,1,0,0
185898,0,1,0,0,0,0,0,1
497022,1,1,9,56,0,0,0,0
610480,0,1,0,0,0,0,0,13
1225997,0,0,0,0,0,0,0,1
442482,1,1,0,0,0,0,0,1
965394,0,1,1,0,0,0,0,0
1198503,0,1,0,0,0,0,0,1
36276,1,1,0,1,0,0,0,3
369991,0,1,0,0,0,0,0,1
790643,0,0,0,2,0,0,0,1
224725,1,1,0,1,0,0,0,1
231018,0,1,0,1,0,0,0,0
767341,0,0,0,24,31,15,0,3
1109836,1,1,0,0,0,0,0,3
1394501,1,1,0,1,0,5,0,0
1082622,1,1,0,0,0,1,0,0
1134265,0,1,0,1,0,0,0,0
609532,1,1,1,1,0,0,0,0
762409,0,1,0,1,0,0,0,0
778461,0,1,0,2,0,0,0,3
916582,1,1,0,3,0,0,0,0
1400983,0,0,0,0,0,0,0,7
535867,0,1,0,1,0,0,0,0
376692,0,0,0,0,0,0,0,1
814556,1,1,0,4,0,0,0,2
151093,1,0,0,0,1,0,0,0
601771,1,1,0,20,0,11,0,0
321046,1,1,0,0,0,0,0,1
1303993,0,1,0,0,0,0,0,1
486687,1,1,0,0,0,0,0,1
539286,0,1,0,0,0,0,0,2
667754,0,1,0,0,0,0,0,2
515827,1,1,0,3,0,0,0,5
1007469,1,1,7,31,0,2,1,0
1246489,1,1,0,0,0,3,0,1
216180,0,1,0,3,0,0,0,0
1403084,1,1,0,0,0,7,0,2
1284570,0,0,0,0,1,0,0,0
1243118,1,1,0,0,0,6,0,0
2239,1,1,1,3,0,0,0,3
1390905,0,1,0,2,0,0,0,0
423909,1,0,0,3,0,3,0,0
514966,1,1,0,0,0,0,0,8
1275621,1,1,0,1,0,0,0,0
1326686,0,1,0,0,0,0,0,1
1404722,1,0,0,0,0,0,0,1
24399,0,1,0,1,0,0,0,0
410278,0,1,0,2,0,0,0,0
951509,1,1,0,0,0,4,0,0
661937,1,0,1,0,1,0,0,0
1084901,0,1,0,1,0,0,0,0
839613,1,1,3,0,0,0,0,30
414186,0,1,0,0,0,0,0,1
933106,0,0,0,11,0,0,0,0
600605,0,1,1,0,0,0,0,1
586984,1,1,0,0,0,2,0,0
677958,0,0,0,3,0,0,0,0
952239,1,0,0,1,0,0,0,0
363717,1,1,0,0,0,1,0,0
161453,1,1,4,0,0,0,0,0
1195285,0,0,0,0,0,0,0,3
1030709,1,1,1,0,0,0,0,0
157750,1,1,0,0,0,0,0,4
208717,0,1,0,0,0,0,0,1
646555,1,1,0,1,0,0,0,0
593121,1,1,0,0,0,0,0,3
725634,0,1,0,0,0,0,0,1
1170988,0,1,0,0,0,0,0,2
456470,1,1,0,1,0,0,0,1
89852,0,1,0,0,0,0,0,3
8201,1,1,1,1,0,0,1,18
1230307,0,1,1,0,0,0,0,0
876901,1,1,0,0,0,1,0,0
201771,1,1,0,0,0,0,0,1
660724,0,1,1,0,0,0,0,1
976124,1,1,0,1,0,0,0,0
165678,1,1,8,0,0,0,0,18
204688,0,1,0,0,0,0,0,1
504584,1,1,0,4,0,0,0,0
348659,0,1,1,3,0,0,3,0
844367,1,1,0,1,0,0,0,0
249318,1,1,0,0,0,0,0,4
590111,1,1,0,1,0,0,0,0
529752,1,1,0,1,0,0,0,0
698840,0,1,0,1,0,0,0,1
996509,0,1,0,3,0,0,0,1
725587,1,1,0,0,0,13,0,0
148998,1,1,0,0,0,0,0,1
265692,1,1,16,19,0,25,0,0
40171,1,1,0,4,0,0,0,0
672787,0,0,0,0,0,0,0,4
1144744,0,1,0,1,0,0,0,5
1089083,1,1,0,4,0,0,0,0
1213580,0,1,0,1,0,0,0,0
1064163,0,0,0,0,0,0,0,1
1198253,0,1,0,9,0,0,0,0
383458,0,1,0,0,0,0,0,2
1211720,0,1,0,0,0,0,0,1
408065,0,1,0,0,0,0,0,6
995761,0,0,0,23,0,0,0,0
618109,0,1,17,15,0,1,0,10
362309,1,0,0,1,0,0,0,0
701658,0,1,0,0,0,0,0,4
1245624,1,1,0,1,0,0,0,0
1393736,0,1,0,0,0,0,0,2
1122169,1,1,0,0,0,19,0,2
997445,0,1,0,0,0,0,0,1
247199,0,1,0,5,0,0,0,0
56008,0,0,0,0,1,0,2,0
1364153,0,1,0,1,0,0,0,2
353172,1,1,23,3,0,0,0,0
416898,1,1,1,0,0,9,0,0
766356,0,1,0,3,0,0,0,0
1121853,1,1,0,0,0,0,0,1
563364,1,0,0,0,0,0,0,2
801019,1,1,3,2,0,5,0,0
216296,0,1,0,25,0,0,0,3
1138313,0,1,0,0,0,0,0,1
473676,0,1,0,0,0,0,0,1
951955,1,1,0,0,0,0,0,1
1070765,1,1,0,0,0,1,0,0
358108,1,1,2,0,0,0,0,0
1309082,1,1,0,0,0,0,0,1
478476,1,1,0,2,0,0,0,1
344468,0,1,0,1,0,0,0,0
1174665,1,1,0,9,0,0,0,0
81850,1,1,0,2,0,0,0,1
1016201,0,1,0,3,0,0,0,0
942477,1,1,0,3,0,0,0,0
1333321,0,1,0,0,0,0,0,1
80583,1,1,1,0,0,8,0,0
927061,1,1,0,0,0,0,0,2
3089,1,1,0,1,0,0,0,0
809392,1,1,0,0,0,0,0,1
1018871,0,1,0,2,0,0,0,0
365764,0,0,0,0,0,0,0,1
1232132,0,1,0,0,0,0,0,2
500484,0,1,3,0,0,0,0,0
745246,1,1,0,0,0,3,0,5
196545,0,1,0,0,0,0,0,1
9488,0,1,0,9,0,0,0,0
95933,0,1,0,24,0,8,0,2
262987,0,1,0,0,0,0,0,1
1187951,0,1,0,0,0,0,0,1
942285,0,1,0,0,0,0,0,5
1410795,1,1,0,0,0,0,0,1
684155,0,1,0,0,0,0,0,2
79596,0,1,0,0,0,0,0,1
383281,1,1,0,0,0,1,0,4
1056315,1,1,1,1,0,0,0,0
538488,0,1,0,0,0,0,0,1
547796,1,1,0,0,0,0,0,7
431453,1,1,5,0,0,6,0,6
1326758,0,1,0,0,0,0,0,1
1036395,0,0,0,11,0,0,0,14
620335,0,1,0,0,0,0,0,4
384002,1,1,0,0,0,1,0,0
24650,1,1,0,1,0,1,0,0
192167,0,1,0,0,0,0,0,2
1239995,0,1,0,0,0,1,0,3
535127,0,1,0,0,0,0,0,1
68287,0,1,0,0,0,0,0,3
1210309,1,1,0,11,0,13,0,0
728601,0,1,0,0,0,0,0,2
1137778,1,1,0,2,0,0,0,1
44908,1,1,0,1,0,0,0,0
1290228,1,1,0,5,0,0,0,0
581988,1,0,0,1,0,0,0,0
1355018,1,1,0,2,0,0,0,0
501071,0,1,0,0,0,0,0,1
1077684,1,1,0,0,0,0,0,12
112608,0,0,0,0,1,0,0,0
63827,1,1,0,0,0,8,0,11
63947,1,1,0,0,0,2,0,0
1319640,0,1,1,0,0,0,0,0
1125068,1,1,0,0,0,3,0,0
996738,0,1,0,0,0,0,0,2
679702,0,1,1,0,0,0,0,0
172876,0,1,0,0,0,0,0,1
1218403,1,1,0,0,0,0,0,1
659374,1,1,0,0,0,1,0,0
929903,1,1,0,0,0,0,0,1
816706,1,0,0,1,0,0,0,2
615048,1,0,2,6,1,0,0,0
490959,0,0,0,0,2,0,0,0
995672,1,1,3,12,0,3,0,0
57650,0,1,0,1,0,0,0,0
1369710,0,1,10,79,0,9,0,1
1325321,0,1,0,0,0,0,0,2
332469,1,0,0,0,0,0,0,1
755986,0,1,0,1,0,0,0,0
168711,1,1,0,4,0,0,0,0
989459,1,1,0,8,0,2,0,1
1009088,0,1,0,0,0,0,1,0
444628,0,1,0,0,0,0,0,2
733072,1,1,0,0,0,0,0,2
1259505,0,1,0,0,0,0,0,1
1194806,1,1,0,0,0,5,0,0
11373,1,1,0,1,0,0,0,5
383028,1,1,0,18,0,1,0,0
162701,1,1,0,0,0,2,0,0
1372767,1,1,0,0,0,0,0,1
723832,0,1,0,0,0,0,0,2
1386827,0,1,0,1,0,0,0,0
1182719,1,0,0,2,0,0,0,0
1209294,1,0,0,3,0,0,0,3
147197,1,1,0,0,0,6,0,0
1158622,0,1,0,3,0,0,0,0
629174,1,1,0,0,0,0,0,1
855333,0,1,0,3,0,0,0,0
1403774,0,1,0,2,0,0,0,1
403196,0,1,1,0,0,0,0,0
694811,1,1,0,1,0,0,0,0
720509,0,1,0,0,0,0,1,0
1090729,0,0,0,0,1,0,0,0
21207,0,1,0,0,0,0,0,1
1289807,1,1,1,0,0,7,0,0
1337729,1,1,0,1,0,0,0,0
485741,0,1,0,2,0,0,0,0
755539,1,1,0,1,0,0,0,0
960901,1,1,0,1,0,0,0,0
996135,1,1,2,0,0,0,0,0
324176,1,1,0,0,0,3,0,1
1221916,1,1,0,14,0,8,0,4
109193,0,1,0,0,0,0,0,1
272753,1,1,4,7,0,0,0,0
351867,0,1,0,0,0,0,0,1
7472,1,0,0,0,0,0,0,6
762748,1,1,4,0,0,10,0,13
989779,1,1,0,1,0,0,0,0
519432,1,1,2,0,0,4,0,0
106478,1,1,0,0,0,0,0,2
477130,0,1,0,2,0,0,0,4
998062,0,1,0,1,0,0,0,2
858550,1,1,0,0,0,1,0,0
1165362,1,0,0,12,0,0,0,0
719518,1,1,0,0,0,3,0,0
1410425,0,1,0,0,0,0,0,2
594622,1,1,0,0,0,0,0,1
1265878,1,1,0,0,0,1,0,0
398959,0,1,0,1,0,0,0,0
201021,0,1,0,5,0,0,0,0
94474,1,1,0,0,0,1,0,0
388734,0,1,0,0,0,0,0,1
577259,0,1,0,0,0,0,0,1
1155600,0,1,0,0,0,0,0,1
457825,0,1,0,1,0,0,0,0
874401,0,1,0,0,0,0,0,1
1235315,0,1,0,0,0,0,0,1
761786,0,1,0,1,0,0,0,1
1184351,0,1,0,1,0,0,0,1
1006923,1,0,0,0,0,1,0,1
571440,1,1,0,2,0,0,0,2
1323233,1,1,0,0,0,0,0,2
427780,0,1,0,3,0,0,0,0
882227,1,1,0,0,0,0,0,2
1372797,1,1,5,3,0,0,0,0
752095,0,1,1,0,0,0,0,0
1027945,1,1,0,0,0,6,0,1
439062,0,1,3,0,0,0,0,1
38410,1,1,0,0,0,0,0,2
472018,0,1,0,0,0,0,0,3
247609,1,1,1,115,0,1,0,0
7121,1,1,0,0,0,3,0,0
738303,1,0,0,15,0,0,0,0
780778,0,1,0,0,0,0,0,3
91854,1,1,0,2,0,2,0,4
780139,1,1,1,11,0,0,0,0
74152,0,1,0,0,0,0,0,1
862103,1,1,1,28,0,0,0,1
625958,0,1,0,0,0,0,0,6
1000183,1,1,0,0,0,0,0,4
504956,0,1,0,0,0,0,0,2
324658,1,0,0,16,0,3,0,0
9718,1,1,0,9,0,0,0,1
372646,1,1,10,0,0,0,0,0
664822,0,0,0,0,0,0,0,1
315762,1,1,0,4,0,0,0,0
310788,0,1,0,0,0,0,0,1
519652,1,1,0,0,0,0,0,1
334888,0,1,0,0,0,0,0,1
983960,1,1,0,0,0,23,0,0
1121295,1,1,0,0,0,0,0,1
1285955,1,1,0,2,0,13,0,0
919322,0,1,8,0,0,2,6,4
161160,1,1,0,0,0,0,0,1
828960,1,1,8,1,0,11,0,0
418140,0,1,1,0,0,0,0,10
205733,0,0,0,0,0,0,0,2
1170529,0,1,0,3,0,0,0,0
554090,0,1,0,3,0,0,0,0
28583,0,1,0,0,0,0,0,2
429150,0,1,3,2,0,0,0,1
1004031,1,1,0,1,0,0,0,0
194004,0,1,0,0,0,0,0,2
1362388,1,1,0,0,0,0,0,1
442770,0,1,1,0,0,0,0,1
522651,1,1,0,0,0,0,0,11
907352,1,1,1,0,0,0,0,0
502210,1,1,0,0,0,0,0,2
1162042,1,1,0,2,0,0,0,0
837934,1,1,1,3,0,0,0,1
965413,0,1,0,1,0,0,0,0
276865,0,1,0,2,0,0,0,0
928492,0,0,0,1,0,0,0,0
294632,0,0,0,0,0,0,0,2
432529,1,0,0,3,0,1,0,1
922087,0,0,0,0,0,0,0,1
56029,1,0,0,56,1,25,0,0
133649,0,1,2,0,0,0,0,0
165479,0,1,0,1,0,0,0,0
1332740,0,1,0,0,0,0,0,1
684041,1,1,0,0,0,0,0,2
355988,0,1,0,1,0,0,0,0
1037601,1,1,0,0,0,0,0,5
966648,0,1,1,4,0,0,0,3
473145,1,1,4,0,0,10,0,0
1335785,1,1,0,0,0,0,0,2
60928,1,1,0,0,0,11,0,0
152394,0,1,1,0,0,0,0,0
151038,0,1,0,2,0,0,0,0
371234,1,1,0,0,0,3,0,0
609183,0,1,0,0,0,0,0,1
1319569,1,1,0,0,0,0,0,4
1291284,0,1,89,12,0,0,0,1
939751,0,1,0,0,0,0,0,1
833730,0,0,0,0,0,0,0,2
633332,0,1,0,1,0,0,0,0
1342776,0,1,0,0,0,0,2,0
1100133,0,0,0,0,0,0,0,3
45833,1,1,0,0,0,0,0,2
143598,1,1,0,0,0,0,0,3
1218917,1,1,0,7,0,4,0,1
428591,1,1,1,0,0,0,0,0
465896,1,1,0,7,0,0,0,0
143886,1,0,0,3,0,0,0,0
597096,0,1,0,0,0,0,0,7
717338,0,1,0,0,0,0,0,1
887413,0,1,0,1,0,0,0,0
423168,0,1,1,5,0,0,0,0
1230921,0,1,0,0,0,0,0,1
394100,0,1,0,0,0,0,0,1
292925,1,1,35,37,0,39,0,0
278309,0,1,0,1,0,0,0,0
231640,1,1,0,0,0,0,0,2
938289,0,0,1,0,0,0,0,0
1244678,0,1,0,0,0,0,0,1
704993,0,1,1,0,0,0,0,1
553561,1,1,0,0,0,0,0,12
1087101,0,1,0,0,0,0,0,1
487073,0,1,0,1,0,0,0,0
790109,0,1,0,2,0,0,0,0
514329,0,1,0,2,0,0,0,0
1380292,1,1,1,0,0,0,0,0
1106492,0,0,0,1,0,0,0,0
578191,1,1,4,0,0,0,0,0
157570,1,1,0,1,0,0,0,0
48951,0,1,0,0,0,0,0,3
361878,1,1,0,5,0,0,0,0
875393,1,1,0,0,0,3,0,0
746205,1,0,0,2,0,0,0,0
956154,0,0,2,0,0,0,0,0
952518,0,1,0,1,0,0,0,0
291321,0,1,1,0,0,0,0,0
1111919,1,1,6,16,0,11,0,4
13828,0,1,0,12,0,0,0,0
1157428,1,1,0,0,0,8,0,10
1104667,0,1,1,0,0,0,0,2
364228,1,1,1,0,0,0,0,0
404130,1,1,0,7,0,0,0,11
357658,0,1,0,0,0,0,0,1
1238394,1,1,1,2,0,0,0,0
817796,1,1,0,2,0,0,0,2
1335462,0,1,0,1,0,0,0,0
610449,0,1,2,0,0,0,0,0
797999,0,1,0,0,0,0,0,1
979888,1,1,0,0,0,2,0,0
1078755,1,1,0,9,0,0,0,2
497791,0,1,0,3,0,0,0,0
597213,1,0,0,0,0,0,0,3
674345,1,1,0,2,0,0,0,7
610305,1,1,3,12,0,6,0,1
59539,0,1,0,3,0,0,0,0
412407,1,1,0,0,0,0,0,1
1196089,0,1,0,0,0,0,0,1
998302,1,1,0,3,0,0,0,2
126048,1,1,0,2,0,0,0,0
973315,1,1,0,1,0,0,0,0
682096,0,1,0,0,0,0,0,5
885321,1,1,0,6,0,0,0,0
720043,1,1,0,0,0,0,0,1
927460,1,1,0,1,0,0,0,0
725342,1,1,0,0,0,1,0,0
19773,1,1,41,7,0,13,0,1
558861,1,1,0,0,0,0,0,1
459540,1,1,0,3,0,0,0,0
70142,0,1,0,1,0,0,0,0
943537,0,0,0,4,1,0,0,0
729405,0,1,1,0,0,0,0,1
196890,1,1,1,1,0,0,0,0
130492,1,1,0,1,0,0,0,1
183686,0,0,0,0,0,0,2,0
651200,1,1,0,0,0,0,0,1
1034711,0,1,3,0,1,5,1,0
584013,0,0,0,0,0,0,0,1
952831,1,1,7,0,0,0,0,0
856221,0,1,0,1,0,0,0,1
1227428,0,1,0,3,0,0,0,0
481538,0,1,1,0,0,0,0,1
159826,1,1,59,2,0,43,8,19
321111,0,1,0,0,0,0,0,1
788833,1,0,0,1,0,0,0,1
264136,0,1,1,0,0,0,0,0
751710,1,0,0,6,2,18,0,0
467958,1,1,0,0,0,0,0,6
1080745,1,1,0,3,0,0,0,23
465022,1,1,0,0,0,0,0,1
185870,0,1,0,1,0,0,0,0
1155179,0,1,1,0,0,0,0,0
1373508,0,1,0,4,0,0,0,1
869126,0,1,0,1,0,0,0,1
76988,1,0,0,0,0,0,0,2
631208,0,1,0,12,0,0,0,4
693660,1,1,0,1,0,0,0,1
775485,1,1,0,4,0,0,0,0
815646,0,0,0,1,0,0,0,0
1321748,0,1,0,2,0,0,0,0
880687,1,1,1,0,0,0,0,0
1354460,0,1,0,1,0,0,0,0
1395428,0,1,0,0,0,0,0,1
353406,0,1,0,5,0,0,0,7
866687,1,1,0,0,0,3,0,0
1372141,1,1,0,0,0,10,0,0
781236,1,1,0,1,0,0,0,0
630996,0,1,0,0,0,0,0,30
754788,0,1,0,0,0,0,0,1
423767,0,1,1,0,0,0,0,1
1237302,0,1,0,1,0,0,0,2
1267890,0,1,0,0,0,0,0,1
635468,0,1,0,1,0,0,0,0
353976,1,1,0,3,0,0,0,0
942779,0,1,0,0,0,0,0,1
540768,0,1,0,1,0,0,0,0
569222,1,1,0,0,0,1,0,0
202271,0,1,0,1,0,0,0,0
1213172,1,1,0,1,0,0,0,0
1109283,0,1,0,1,0,0,0,0
1291301,0,1,1,0,0,0,0,3
1093050,1,1,0,0,0,0,0,2
252800,0,1,4,1,1,0,0,11
783050,0,0,0,1,0,0,0,0
138573,1,1,0,0,0,0,0,2
1000560,1,1,0,11,0,0,0,1
953590,1,1,0,11,0,0,0,0
481799,1,1,0,0,0,0,0,2
688334,0,1,0,0,0,0,0,1
610550,0,1,0,4,0,0,0,0
818638,1,1,0,0,0,0,0,1
961608,0,1,1,0,0,0,0,0
175699,1,0,3,60,3,24,0,12
36781,0,1,12,3,0,4,0,0
732641,0,1,0,1,0,0,0,0
554323,0,0,0,0,0,0,0,4
742525,0,1,0,1,0,0,0,0
259118,0,1,3,0,0,0,0,1
572977,0,1,1,0,0,0,0,1
861627,0,1,0,2,0,0,0,0
1211264,1,0,18,2,0,1,0,1
959553,1,1,0,0,0,1,0,0
948922,1,1,0,0,0,0,0,7
1028518,0,1,0,2,0,0,0,1
223574,0,1,0,0,0,0,2,0
1168174,1,1,17,63,0,12,0,0
259776,0,1,2,0,0,0,0,0
1297902,0,1,0,6,0,0,0,0
606532,1,0,86,0,1,77,0,77
1134850,1,1,0,0,0,12,0,3
430254,0,1,0,0,0,0,0,1
654863,0,1,0,0,0,0,0,1
726446,0,1,0,0,0,0,0,1
9223,0,1,0,0,0,0,0,6
857489,0,1,0,10,0,4,0,0
431586,1,1,1,8,0,3,0,0
634887,1,0,0,0,0,0,0,1
863787,1,1,0,1,0,0,0,0
1034608,0,1,1,3,0,0,0,5
450918,0,1,1,0,0,0,0,2
81488,1,1,0,4,0,0,0,0
432285,0,1,0,4,0,0,0,0
770378,1,1,0,3,0,0,0,0
810845,0,1,0,0,0,0,0,1
751,1,1,10,0,0,36,0,5
1357028,0,1,0,6,0,0,0,0
990425,0,1,0,1,0,0,0,0
1061596,1,1,0,1,0,6,0,0
1316066,1,1,2,0,0,0,0,0
361048,1,1,0,0,0,0,0,2
349163,0,1,0,0,0,0,0,5
652065,0,1,1,0,0,0,0,2
1176524,0,1,1,0,0,0,0,0
857521,0,1,0,1,0,0,0,0
748348,0,1,0,0,0,0,0,1
42217,0,0,0,1,0,0,0,0
1391908,1,1,1,0,0,0,0,0
176736,0,1,0,14,0,0,0,0
373938,1,1,0,0,0,3,0,2
1330610,1,1,0,0,0,0,0,1
1174587,1,1,0,3,0,1,0,0
598636,0,1,0,0,0,0,0,2
521620,0,1,0,0,0,0,0,1
1362788,1,1,0,0,0,5,0,0
108918,0,1,0,0,0,0,0,1
418428,1,1,0,25,0,13,0,0
1333990,1,1,0,0,0,0,0,1
933989,0,1,0,0,0,0,0,1
849524,0,1,0,1,0,0,0,0
1312601,1,0,0,0,1,0,0,0
1404555,1,1,0,1,0,0,0,0
914104,1,1,0,0,0,0,0,7
25468,0,1,0,1,0,0,0,0
872430,0,1,0,1,0,0,0,0
692457,1,1,0,1,0,0,0,1
128269,1,1,0,0,0,2,0,0
113140,0,1,0,0,0,0,0,4
595279,0,1,0,0,0,0,0,4
523096,0,1,0,41,0,0,0,0
1098930,0,1,0,6,0,0,0,1
1175341,1,1,0,0,0,0,0,1
916300,1,1,0,2,0,0,0,0
672139,1,0,0,7,0,0,0,0
828871,1,1,0,1,0,0,0,0
492625,0,1,0,2,0,0,0,0
452372,1,1,0,0,0,0,0,5
1277802,0,1,0,0,0,0,2,0
893884,1,1,0,0,0,0,0,1
200899,1,1,0,1,0,0,0,2
264748,0,1,0,2,0,0,0,0
502421,1,1,273,43,1,17,2,2
263154,0,1,1,0,0,0,0,0
360761,0,1,0,0,0,0,0,1
274607,0,1,0,0,0,0,0,3
1339070,0,1,0,1,0,0,0,0
1020681,0,1,0,0,0,0,0,2
800394,0,1,0,0,0,0,0,2
1385781,1,1,0,1,0,0,0,0
409176,1,1,0,2,0,0,0,0
885341,1,1,0,4,0,0,0,0
168280,1,1,0,28,0,0,0,0
209593,1,1,0,1,0,0,0,0
207447,0,1,0,0,0,0,0,20
534169,1,1,0,3,0,0,0,0
1204619,1,1,0,4,0,0,0,2
163995,1,1,2,11,0,0,0,2
789909,1,1,0,1,0,3,0,0
539781,0,1,0,0,0,0,0,5
314756,0,1,0,28,0,0,0,0
215864,1,1,0,0,0,0,0,1
201804,1,0,0,4,7,36,0,0
133664,1,1,0,0,0,1,0,0
906454,1,1,0,8,0,4,0,0
708817,0,1,0,0,0,0,0,2
205162,1,1,0,0,0,0,0,1
1260724,0,1,0,2,0,0,0,0
400859,1,1,0,0,0,23,0,4
1288699,1,1,1,29,0,17,0,0
1322458,0,1,1,6,0,0,0,1
1278512,0,0,0,11,0,0,0,0
394837,1,1,1,0,0,0,0,16
469312,1,1,0,5,0,0,0,0
476092,1,1,1,0,0,0,0,0
1293781,1,1,0,14,0,0,0,0
745156,1,1,0,13,0,0,0,0
1169420,1,1,0,1,0,0,0,0
488600,1,1,2,8,0,2,0,0
1079966,0,1,0,0,0,0,0,4
566977,0,1,0,6,0,0,0,0
351538,0,1,0,1,0,0,0,0
149827,1,1,1,0,0,0,0,0
847657,0,1,0,3,0,0,0,0
941170,0,1,0,0,0,0,0,2
1106344,0,0,0,1,0,0,0,0
1123668,1,1,0,3,0,16,0,0
982308,0,1,0,0,0,0,0,1
1219330,1,1,0,0,0,6,0,2
1408383,1,1,0,0,0,0,0,2
1193111,1,1,0,6,0,0,0,0
279090,1,0,0,0,1,0,0,1
842224,1,1,0,0,0,0,0,2
395719,1,1,0,1,0,0,0,0
409870,1,1,0,0,0,5,0,0
293878,0,1,0,0,0,0,0,1
302850,0,0,0,0,0,0,0,1
489395,0,1,0,3,0,0,0,1
152524,1,1,0,1,0,0,0,1
917674,1,1,0,4,0,0,0,0
248764,1,1,0,0,0,0,0,2
739337,0,1,2,0,0,0,0,0
126012,1,1,0,0,0,0,0,20
916975,0,1,0,0,0,0,0,2
351913,0,1,0,0,0,0,0,6
1269527,0,0,0,0,0,0,0,1
1324240,1,1,0,6,0,0,0,0
1358683,0,1,0,3,0,0,0,0
308821,0,1,0,3,0,0,0,0
941941,0,1,0,0,0,0,0,2
473762,1,1,0,0,0,0,0,1
477896,1,1,0,0,0,5,0,0
512498,1,1,0,0,0,2,0,0
76832,1,1,0,0,0,2,0,0
217790,1,1,0,2,0,0,0,1
1216263,0,1,0,0,0,0,0,1
217642,0,1,0,1,0,0,0,0
598726,1,1,0,0,0,0,0,1
1242001,1,1,0,0,0,0,0,1
310267,1,0,1,0,2,5,0,0
524769,1,1,5,0,0,0,0,15
227320,0,1,0,0,0,0,0,1
